time,lux_level,mean_30min,var_30min,max_30min,min_30min,mean_1d,var_1d,max_1d,min_1d,mean_2d,var_2d,max_2d,min_2d,mean_3d,var_3d,max_3d,min_3d,mean_7d,var_7d,max_7d,min_7d
2022-05-09 23:09:48,2.92,2.9883333333333333,0.028016666673969383,3.33,2.92,42.75952380952381,15747.113804761908,422.5,2.92,42.75952380952381,15747.113804761908,422.5,2.92,42.75952380952381,15747.113804761908,422.5,2.92,42.75952380952381,15747.113804761908,422.5,2.92
2022-05-09 23:12:18,2.92,2.9883333333333333,0.028016666673969383,3.33,2.92,40.94863636363636,15069.396136147188,422.5,2.92,40.94863636363636,15069.396136147188,422.5,2.92,40.94863636363636,15069.396136147188,422.5,2.92,40.94863636363636,15069.396136147188,422.5,2.92
2022-05-09 23:17:18,2.92,2.9785714285714286,0.02401428572037159,3.33,2.92,39.29521739130435,14447.300853359688,422.5,2.92,39.29521739130435,14447.300853359688,422.5,2.92,39.29521739130435,14447.300853359688,422.5,2.92,39.29521739130435,14447.300853359688,422.5,2.92
2022-05-09 23:22:18,2.92,2.978571428571428,0.02401428572037159,3.33,2.92,37.779583333333335,13874.288856340583,422.5,2.92,37.779583333333335,13874.288856340583,422.5,2.92,37.779583333333335,13874.288856340583,422.5,2.92,37.779583333333335,13874.288856340583,422.5,2.92
2022-05-09 23:29:48,2.92,2.9883333333333333,0.028016666673969383,3.33,2.92,36.3852,13344.801109333335,422.5,2.92,36.3852,13344.801109333335,422.5,2.92,36.3852,13344.801109333335,422.5,2.92,36.3852,13344.801109333335,422.5,2.92
2022-05-09 23:34:48,2.92,2.92,0.0,2.92,2.92,35.098076923076924,12854.082896153848,422.5,2.92,35.098076923076924,12854.082896153848,422.5,2.92,35.098076923076924,12854.082896153848,422.5,2.92,35.098076923076924,12854.082896153848,422.5,2.92
2022-05-09 23:37:18,2.5,2.86,0.025200000006089223,2.92,2.5,33.890740740740746,12399.051930199432,422.5,2.5,33.890740740740746,12399.051930199432,422.5,2.5,33.890740740740746,12399.051930199432,422.5,2.5,33.890740740740746,12399.051930199432,422.5,2.5
2022-05-09 23:42:18,2.92,2.85,0.029400000007307414,2.92,2.5,32.784642857142856,11974.08445542328,422.5,2.5,32.784642857142856,11974.08445542328,422.5,2.5,32.784642857142856,11974.08445542328,422.5,2.5,32.784642857142856,11974.08445542328,422.5,2.5
2022-05-09 23:49:48,2.92,2.85,0.029400000007307414,2.92,2.5,31.754827586206897,11577.19364729064,422.5,2.5,31.754827586206897,11577.19364729064,422.5,2.5,31.754827586206897,11577.19364729064,422.5,2.5,31.754827586206897,11577.19364729064,422.5,2.5
2022-05-09 23:54:48,2.92,2.85,0.029400000007307414,2.92,2.5,30.79366666666667,11205.69498264368,422.5,2.5,30.79366666666667,11205.69498264368,422.5,2.5,30.79366666666667,11205.69498264368,422.5,2.5,30.79366666666667,11205.69498264368,422.5,2.5
2022-05-10 00:02:18,2.92,2.85,0.029400000007307414,2.92,2.5,29.894516129032258,10857.234438924732,422.5,2.5,29.894516129032258,10857.234438924732,422.5,2.5,29.894516129032258,10857.234438924732,422.5,2.5,29.894516129032258,10857.234438924732,422.5,2.5
2022-05-10 00:04:48,3.33,2.918333333333333,0.06889666667397173,3.33,2.5,29.064375000000002,10529.05336733871,422.5,2.5,29.064375000000002,10529.05336733871,422.5,2.5,29.064375000000002,10529.05336733871,422.5,2.5,29.064375000000002,10529.05336733871,422.5,2.5
2022-05-10 00:09:48,2.92,2.9883333333333333,0.02801666667396934,3.33,2.92,28.272121212121213,10220.73342973485,422.5,2.5,28.272121212121213,10220.73342973485,422.5,2.5,28.272121212121213,10220.73342973485,422.5,2.5,28.272121212121213,10220.73342973485,422.5,2.5
2022-05-10 00:14:48,421.25,72.71,29155.25848,421.25,2.92,39.83029411764706,14453.120505971481,422.5,2.5,39.83029411764706,14453.120505971481,422.5,2.5,39.83029411764706,14453.120505971481,422.5,2.5,39.83029411764706,14453.120505971481,422.5,2.5
2022-05-10 00:19:48,422.08,142.57,46736.50552,422.08,2.92,50.751714285714286,18202.73837344538,422.5,2.5,50.751714285714286,18202.73837344538,422.5,2.5,50.751714285714286,18202.73837344538,422.5,2.5,50.751714285714286,18202.73837344538,422.5,2.5
2022-05-10 00:27:18,422.5,212.5,52639.99611999999,422.5,2.92,61.07805555555555,21521.45979896826,422.5,2.5,61.07805555555555,21521.45979896826,422.5,2.5,61.07805555555555,21521.45979896826,422.5,2.5,61.07805555555555,21521.45979896826,422.5,2.5
2022-05-10 00:34:48,420.42,337.834,35052.945979999975,422.5,2.92,70.79,24413.550472222225,422.5,2.5,70.79,24413.550472222225,422.5,2.5,70.79,24413.550472222225,422.5,2.5,70.79,24413.550472222225,422.5,2.5
2022-05-10 00:44:48,422.92,421.98,1.1991999999569602,422.92,420.42,80.05657894736842,27016.765228520628,422.92,2.5,80.05657894736842,27016.765228520628,422.92,2.5,80.05657894736842,27016.765228520628,422.92,2.5,80.05657894736842,27016.765228520628,422.92,2.5
2022-05-10 00:52:19,420.0,421.46000000000004,2.1421333332904133,422.92,420.0,88.77307692307693,29268.913863967613,422.92,2.5,88.77307692307693,29268.913863967613,422.92,2.5,88.77307692307693,29268.913863967613,422.92,2.5,88.77307692307693,29268.913863967613,422.92,2.5
2022-05-10 01:02:18,419.17,420.6275,2.6055583332906136,422.92,419.17,97.033,31247.482062564108,422.92,2.5,97.033,31247.482062564108,422.92,2.5,97.033,31247.482062564108,422.92,2.5,97.033,31247.482062564108,422.92,2.5
2022-05-10 01:07:18,423.75,421.46,4.917133333290319,423.75,419.17,105.00170731707317,33069.8071595122,423.75,2.5,105.00170731707317,33069.8071595122,423.75,2.5,105.00170731707317,33069.8071595122,423.75,2.5,105.00170731707317,33069.8071595122,423.75,2.5
2022-05-10 01:09:48,419.17,421.00200000000007,4.736669999967861,423.75,419.17,112.48190476190476,34613.26735725901,423.75,2.5,112.48190476190476,34613.26735725901,423.75,2.5,112.48190476190476,34613.26735725901,423.75,2.5,112.48190476190476,34613.26735725901,423.75,2.5
2022-05-10 01:17:18,423.33,421.084,5.163479999967803,423.75,419.17,119.71093023255813,36036.27074197121,423.75,2.5,119.71093023255813,36036.27074197121,423.75,2.5,119.71093023255813,36036.27074197121,423.75,2.5,119.71093023255813,36036.27074197121,423.75,2.5
2022-05-10 01:19:48,419.58,420.8333333333333,4.5077866666409765,423.75,419.17,126.52613636363635,37241.887456818185,423.75,2.5,126.52613636363635,37241.887456818185,423.75,2.5,126.52613636363635,37241.887456818185,423.75,2.5,126.52613636363635,37241.887456818185,423.75,2.5
2022-05-10 01:24:48,419.17,420.695,4.899269999974335,423.75,419.17,133.02933333333334,38298.60161090909,423.75,2.5,133.02933333333334,38298.60161090909,423.75,2.5,133.02933333333334,38298.60161090909,423.75,2.5,133.02933333333334,38298.60161090909,423.75,2.5
2022-05-10 01:27:18,420.0,420.5957142857143,4.151728571407206,423.75,419.17,139.26782608695652,39237.78599961353,423.75,2.5,139.26782608695652,39237.78599961353,423.75,2.5,139.26782608695652,39237.78599961353,423.75,2.5,139.26782608695652,39237.78599961353,423.75,2.5
2022-05-10 01:32:18,417.92,420.4171428571429,4.968990476169174,423.75,417.92,145.19659574468085,40036.85520555042,423.75,2.5,145.19659574468085,40036.85520555042,423.75,2.5,145.19659574468085,40036.85520555042,423.75,2.5,145.19659574468085,40036.85520555042,423.75,2.5
2022-05-10 01:34:48,426.67,421.19874999999996,9.146412499981535,426.67,417.92,151.060625,40835.575499601066,426.67,2.5,151.060625,40835.575499601066,426.67,2.5,151.060625,40835.575499601066,426.67,2.5,151.060625,40835.575499601066,426.67,2.5
2022-05-10 01:42:18,419.17,420.8342857142857,9.431028571407147,426.67,417.92,156.53224489795917,41451.82693443878,426.67,2.5,156.53224489795917,41451.82693443878,426.67,2.5,156.53224489795917,41451.82693443878,426.67,2.5,156.53224489795917,41451.82693443878,426.67,2.5
2022-05-10 01:44:49,420.42,420.7825,8.105192857124505,426.67,417.92,161.81,41998.606228571436,426.67,2.5,161.81,41998.606228571436,426.67,2.5,161.81,41998.606228571436,426.67,2.5,161.81,41998.606228571436,426.67,2.5
2022-05-10 01:49:48,418.75,420.3,8.550333333312096,426.67,417.92,166.84803921568627,42453.10790007844,426.67,2.5,166.84803921568627,42453.10790007844,426.67,2.5,166.84803921568627,42453.10790007844,426.67,2.5,166.84803921568627,42453.10790007844,426.67,2.5
2022-05-10 01:57:18,424.58,421.2516666666666,12.563896666640904,426.67,417.92,171.8044230769231,42898.112550641024,426.67,2.5,171.8044230769231,42898.112550641024,426.67,2.5,171.8044230769231,42898.112550641024,426.67,2.5,171.8044230769231,42898.112550641024,426.67,2.5
2022-05-10 02:02:18,422.92,422.08500000000004,10.067229999974057,426.67,418.75,176.54245283018867,43262.94192271408,426.67,2.5,176.54245283018867,43262.94192271408,426.67,2.5,176.54245283018867,43262.94192271408,426.67,2.5,176.54245283018867,43262.94192271408,426.67,2.5
2022-05-10 02:09:48,426.67,422.08500000000004,10.067229999974057,426.67,418.75,181.17444444444445,43605.24870062894,426.67,2.5,181.17444444444445,43605.24870062894,426.67,2.5,181.17444444444445,43605.24870062894,426.67,2.5,181.17444444444445,43605.24870062894,426.67,2.5
2022-05-10 02:14:48,420.42,422.29333333333335,8.870146666640675,426.67,418.75,185.52436363636363,43838.442928754215,426.67,2.5,185.52436363636363,43838.442928754215,426.67,2.5,185.52436363636363,43838.442928754215,426.67,2.5,185.52436363636363,43838.442928754215,426.67,2.5
2022-05-10 02:22:18,420.42,423.00200000000007,7.321119999967378,426.67,420.42,189.71892857142856,44026.665329740266,426.67,2.5,189.71892857142856,44026.665329740266,426.67,2.5,189.71892857142856,44026.665329740266,426.67,2.5,189.71892857142856,44026.665329740266,426.67,2.5
2022-05-10 02:32:18,420.42,421.9825,9.765624999956712,426.67,420.42,193.76631578947368,44174.211445112785,426.67,2.5,193.76631578947368,44174.211445112785,426.67,2.5,193.76631578947368,44174.211445112785,426.67,2.5,193.76631578947368,44174.211445112785,426.67,2.5
2022-05-10 02:39:48,419.58,420.21000000000004,0.17639999995695188,420.42,419.58,197.6596551724138,44278.3945893527,426.67,2.5,197.6596551724138,44278.3945893527,426.67,2.5,197.6596551724138,44278.3945893527,426.67,2.5,197.6596551724138,44278.3945893527,426.67,2.5
2022-05-10 02:44:48,420.0,420.105,0.16169999995695808,420.42,419.58,201.42813559322033,44352.85922922269,426.67,2.5,201.42813559322033,44352.85922922269,426.67,2.5,201.42813559322033,44352.85922922269,426.67,2.5,201.42813559322033,44352.85922922269,426.67,2.5
2022-05-10 02:49:48,419.17,419.918,0.29611999996771676,420.42,419.17,205.05716666666666,44391.30784437854,426.67,2.5,205.05716666666666,44391.30784437854,426.67,2.5,205.05716666666666,44391.30784437854,426.67,2.5,205.05716666666666,44391.30784437854,426.67,2.5
2022-05-10 02:54:48,422.08,420.25,1.2638999999676908,422.08,419.17,208.61491803278687,44423.56599540985,426.67,2.5,208.61491803278687,44423.56599540985,426.67,2.5,208.61491803278687,44423.56599540985,426.67,2.5,208.61491803278687,44423.56599540985,426.67,2.5
2022-05-10 02:59:48,422.5,420.625,1.8548699999741527,422.5,419.17,212.06467741935484,44433.16288432048,426.67,2.5,212.06467741935484,44433.16288432048,426.67,2.5,212.06467741935484,44433.16288432048,426.67,2.5,212.06467741935484,44433.16288432048,426.67,2.5
2022-05-10 03:04:48,420.83,420.6933333333333,1.8492666666408202,422.5,419.17,215.3784126984127,44408.291981310824,426.67,2.5,215.3784126984127,44408.291981310824,426.67,2.5,215.3784126984127,44408.291981310824,426.67,2.5,215.3784126984127,44408.291981310824,426.67,2.5
2022-05-10 03:12:18,418.33,420.48499999999996,2.6663499999741687,422.5,418.33,218.54953125,44346.98200136411,426.67,2.5,218.54953125,44346.98200136411,426.67,2.5,218.54953125,44346.98200136411,426.67,2.5,218.54953125,44346.98200136411,426.67,2.5
2022-05-10 03:17:18,420.83,420.6233333333333,2.620146666640833,422.5,418.33,221.66153846153847,44283.55868509617,426.67,2.5,221.66153846153847,44283.55868509617,426.67,2.5,221.66153846153847,44283.55868509617,426.67,2.5,221.66153846153847,44283.55868509617,426.67,2.5
2022-05-10 03:19:48,420.42,420.83166666666665,2.153896666640841,422.5,418.33,224.67303030303032,44200.83265221447,426.67,2.5,224.67303030303032,44200.83265221447,426.67,2.5,224.67303030303032,44200.83265221447,426.67,2.5,224.67303030303032,44200.83265221447,426.67,2.5
2022-05-10 03:24:48,423.33,421.03999999999996,3.0384799999741827,423.33,418.33,227.63805970149255,44120.14682193579,426.67,2.5,227.63805970149255,44120.14682193579,426.67,2.5,227.63805970149255,44120.14682193579,426.67,2.5,227.63805970149255,44120.14682193579,426.67,2.5
2022-05-10 03:27:18,420.42,420.95142857142855,2.5869809523594296,423.33,418.33,230.4730882352941,44008.179469424955,426.67,2.5,230.4730882352941,44008.179469424955,426.67,2.5,230.4730882352941,44008.179469424955,426.67,2.5,230.4730882352941,44008.179469424955,426.67,2.5
2022-05-10 03:29:48,416.25,420.0585714285714,4.941147619026094,423.33,416.25,233.16550724637682,43861.18964863599,426.67,2.5,233.16550724637682,43861.18964863599,426.67,2.5,233.16550724637682,43861.18964863599,426.67,2.5,233.16550724637682,43861.18964863599,426.67,2.5
2022-05-10 03:37:18,420.0,419.94,4.826133333311815,423.33,416.25,235.83457142857145,43724.193486045566,426.67,2.5,235.83457142857145,43724.193486045566,426.67,2.5,235.83457142857145,43724.193486045566,426.67,2.5,235.83457142857145,43724.193486045566,426.67,2.5
2022-05-10 03:39:48,418.75,419.79125,4.313698214267268,423.33,416.25,238.41084507042257,43570.8023478471,426.67,2.5,238.41084507042257,43570.8023478471,426.67,2.5,238.41084507042257,43570.8023478471,426.67,2.5,238.41084507042257,43570.8023478471,426.67,2.5
2022-05-10 03:42:18,421.67,420.20875,4.313698214267268,423.33,416.25,240.9561111111111,43423.57237902975,426.67,2.5,240.9561111111111,43423.57237902975,426.67,2.5,240.9561111111111,43423.57237902975,426.67,2.5,240.9561111111111,43423.57237902975,426.67,2.5
2022-05-10 03:47:18,420.0,420.105,4.252485714267273,423.33,416.25,243.40876712328767,43259.600277625585,426.67,2.5,243.40876712328767,43259.600277625585,426.67,2.5,243.40876712328767,43259.600277625585,426.67,2.5,243.40876712328767,43259.600277625585,426.67,2.5
2022-05-10 03:54:48,425.42,420.35857142857145,7.844447619026191,425.42,416.25,245.86837837837837,43114.67989048502,426.67,2.5,245.86837837837837,43114.67989048502,426.67,2.5,245.86837837837837,43114.67989048502,426.67,2.5,245.86837837837837,43114.67989048502,426.67,2.5
2022-05-10 03:59:48,420.42,421.04333333333335,5.474586666641009,425.42,418.75,248.19573333333335,42938.29266263064,426.67,2.5,248.19573333333335,42938.29266263064,426.67,2.5,248.19573333333335,42938.29266263064,426.67,2.5,248.19573333333335,42938.29266263064,426.67,2.5
2022-05-10 04:02:18,421.25,421.0728571428572,4.568257142835763,425.42,418.75,250.47276315789475,42759.83182026317,426.67,2.5,250.47276315789475,42759.83182026317,426.67,2.5,250.47276315789475,42759.83182026317,426.67,2.5,250.47276315789475,42759.83182026317,426.67,2.5
2022-05-10 04:07:18,420.0,421.0728571428572,4.568257142835763,425.42,418.75,252.67441558441558,42570.44250656188,426.67,2.5,252.67441558441558,42570.44250656188,426.67,2.5,252.67441558441558,42570.44250656188,426.67,2.5,252.67441558441558,42570.44250656188,426.67,2.5
2022-05-10 04:14:48,437.08,424.02833333333336,45.09537666664115,437.08,420.0,255.0385897435897,42453.546534349,437.08,2.5,255.0385897435897,42453.546534349,437.08,2.5,255.0385897435897,42453.546534349,437.08,2.5,255.0385897435897,42453.546534349,437.08,2.5
2022-05-10 04:19:48,437.92,427.01500000000004,69.74134999997479,437.92,420.0,257.3535443037975,42332.63245137944,437.92,2.5,257.3535443037975,42332.63245137944,437.92,2.5,257.3535443037975,42332.63245137944,437.92,2.5,257.3535443037975,42332.63245137944,437.92,2.5
2022-05-10 04:24:48,434.58,428.5416666666667,77.8815366666414,437.92,420.0,259.568875,42189.39155188293,437.92,2.5,259.568875,42189.39155188293,437.92,2.5,259.568875,42189.39155188293,437.92,2.5,259.568875,42189.39155188293,437.92,2.5
2022-05-10 04:32:18,439.17,433.75,61.901399999968575,439.17,420.0,261.78617283950615,42060.25334391977,439.17,2.5,261.78617283950615,42060.25334391977,439.17,2.5,261.78617283950615,42060.25334391977,439.17,2.5,261.78617283950615,42060.25334391977,439.17,2.5
2022-05-10 04:37:18,440.42,437.834,4.909179999968596,440.42,434.58,263.96463414634144,41930.137837518836,440.42,2.5,263.96463414634144,41930.137837518836,440.42,2.5,263.96463414634144,41930.137837518836,440.42,2.5,263.96463414634144,41930.137837518836,440.42,2.5
2022-05-10 04:39:48,438.75,437.9866666666667,4.067186666641541,440.42,434.58,266.07048192771083,41786.86606805761,440.42,2.5,266.07048192771083,41786.86606805761,440.42,2.5,266.07048192771083,41786.86606805761,440.42,2.5,266.07048192771083,41786.86606805761,440.42,2.5
2022-05-10 04:44:48,439.58,438.40333333333336,4.202186666641528,440.42,434.58,268.1360714285714,41641.809289199664,440.42,2.5,268.1360714285714,41641.809289199664,440.42,2.5,268.1360714285714,41641.809289199664,440.42,2.5,268.1360714285714,41641.809289199664,440.42,2.5
2022-05-10 04:49:49,437.5,438.3333333333333,4.312786666641515,440.42,434.58,270.1285882352941,41483.53393845939,440.42,2.5,270.1285882352941,41483.53393845939,440.42,2.5,270.1285882352941,41483.53393845939,440.42,2.5,270.1285882352941,41483.53393845939,440.42,2.5
2022-05-10 04:57:18,430.83,437.7083333333333,12.286536666641412,440.42,430.83,271.9972093023256,41295.78240623804,440.42,2.5,271.9972093023256,41295.78240623804,440.42,2.5,271.9972093023256,41295.78240623804,440.42,2.5,271.9972093023256,41295.78240623804,440.42,2.5
2022-05-10 05:02:19,433.75,436.805,14.013709999974523,440.42,430.83,273.8564367816092,41116.33412320236,440.42,2.5,273.8564367816092,41116.33412320236,440.42,2.5,273.8564367816092,41116.33412320236,440.42,2.5,273.8564367816092,41116.33412320236,440.42,2.5
2022-05-10 05:09:48,439.17,436.166,14.192229999967946,439.58,430.83,275.735,40954.28456091955,440.42,2.5,275.735,40954.28456091955,440.42,2.5,275.735,40954.28456091955,440.42,2.5,275.735,40954.28456091955,440.42,2.5
2022-05-10 05:12:18,439.58,436.73499999999996,13.296349999974472,439.58,430.83,277.57595505617974,40790.526244816145,440.42,2.5,277.57595505617974,40790.526244816145,440.42,2.5,277.57595505617974,40790.526244816145,440.42,2.5,277.57595505617974,40790.526244816145,440.42,2.5
2022-05-10 05:17:19,439.58,436.73499999999996,13.296349999974472,439.58,430.83,279.376,40623.82028719102,440.42,2.5,279.376,40623.82028719102,440.42,2.5,279.376,40623.82028719102,440.42,2.5,279.376,40623.82028719102,440.42,2.5
2022-05-10 05:24:48,438.33,436.8733333333333,13.665146666641167,439.58,430.83,281.1227472527473,40450.09696903541,440.42,2.5,281.1227472527473,40450.09696903541,440.42,2.5,281.1227472527473,40450.09696903541,440.42,2.5,281.1227472527473,40450.09696903541,440.42,2.5
2022-05-10 05:29:48,431.25,436.9433333333333,12.679266666641132,439.58,431.25,282.7545652173913,40250.57075695175,440.42,2.5,282.7545652173913,40250.57075695175,440.42,2.5,282.7545652173913,40250.57075695175,440.42,2.5,282.7545652173913,40250.57075695175,440.42,2.5
2022-05-10 05:32:18,437.92,437.0828571428571,10.702323809502566,439.58,431.25,284.4230107526882,40071.949629967276,440.42,2.5,284.4230107526882,40071.949629967276,440.42,2.5,284.4230107526882,40071.949629967276,440.42,2.5,284.4230107526882,40071.949629967276,440.42,2.5
2022-05-10 05:37:19,437.92,437.67857142857144,8.55378095235985,439.58,431.25,286.0559574468085,39891.72085229925,440.42,2.5,286.0559574468085,39891.72085229925,440.42,2.5,286.0559574468085,39891.72085229925,440.42,2.5,286.0559574468085,39891.72085229925,440.42,2.5
2022-05-10 05:39:48,438.33,437.5585714285714,8.236980952359811,439.58,431.25,287.65884210526315,39711.41856992162,440.42,2.5,287.65884210526315,39711.41856992162,440.42,2.5,287.65884210526315,39711.41856992162,440.42,2.5,287.65884210526315,39711.41856992162,440.42,2.5
2022-05-10 05:44:48,437.92,437.32142857142856,7.512114285693108,439.58,431.25,289.2240625,39528.59546648027,440.42,2.5,289.2240625,39528.59546648027,440.42,2.5,289.2240625,39528.59546648027,440.42,2.5,289.2240625,39528.59546648027,440.42,2.5
2022-05-10 05:49:48,438.75,437.20285714285717,6.985657142835947,438.75,431.25,290.76556701030927,39347.3341707689,440.42,2.5,290.76556701030927,39347.3341707689,440.42,2.5,290.76556701030927,39347.3341707689,440.42,2.5,290.76556701030927,39347.3341707689,440.42,2.5
2022-05-10 05:57:18,428.75,435.8342857142857,16.497228571407376,438.75,428.75,292.1735714285714,39135.97424175258,440.42,2.5,292.1735714285714,39135.97424175258,440.42,2.5,292.1735714285714,39135.97424175258,440.42,2.5,292.1735714285714,39135.97424175258,440.42,2.5
2022-05-10 06:02:18,437.08,436.4583333333333,14.566536666641193,438.75,428.75,293.6372727272727,38948.7272935065,440.42,2.5,293.6372727272727,38948.7272935065,440.42,2.5,293.6372727272727,38948.7272935065,440.42,2.5,293.6372727272727,38948.7272935065,440.42,2.5
2022-05-10 06:09:48,434.17,435.334,16.527229999968142,438.75,428.75,295.0426,38752.80028004041,440.42,2.5,295.0426,38752.80028004041,440.42,2.5,295.0426,38752.80028004041,440.42,2.5,295.0426,38752.80028004041,440.42,2.5
2022-05-10 06:14:48,430.83,433.916,17.413479999968146,438.75,428.75,296.3870297029703,38547.82889108911,440.42,2.5,296.3870297029703,38547.82889108911,440.42,2.5,296.3870297029703,38547.82889108911,440.42,2.5,296.3870297029703,38547.82889108911,440.42,2.5
2022-05-10 06:22:18,437.92,433.75,15.545149999968174,437.92,428.75,297.77460784313723,38362.555274597165,440.42,2.5,297.77460784313723,38362.555274597165,440.42,2.5,297.77460784313723,38362.555274597165,440.42,2.5,297.77460784313723,38362.555274597165,440.42,2.5
2022-05-10 06:27:18,429.58,433.916,13.60792999996821,437.92,429.58,299.0542718446602,38155.118407062626,440.42,2.5,299.0542718446602,38155.118407062626,440.42,2.5,299.0542718446602,38155.118407062626,440.42,2.5,299.0542718446602,38155.118407062626,440.42,2.5
